GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
1,지하주차장,3470000,S200600057,3           ,3147038     ,31,4467,3686,41,용산1동,"대구광역시 달서구 장산로 20 (용산동, 용산동서우방타운아파트)",2,Y,17,35,51,053-667-2890,용산동서우방아파트 지하주차장 1층,20061227,대구광역시 달서구청,대구광역시 달서구 용산동 956번지,㎡,128,3470089     
1,교통시설,3470000,S202300003,3           ,3007026     ,30,7136,5888,45,진천동,"대구광역시 달서구 비슬로 지하2718, 대구지하철1호선 대곡역 (대곡동)",2,Y,34,35,48,053-667-2890,대곡역 지하 1층~3층 대피소,20230811,대구광역시 달서구청,대구광역시 달서구 대곡동 946 대구지하철1호선 대곡역,㎡,128,3470039     
1,기타,3470000,S199700066,3           ,3007013     ,31,5947,4907,48,진천동,"대구광역시 달서구 월배로 지하 143 (진천동, 대구지하철1호선 월배역)",2,Y,58,35,48,053-667-2890,도시철도 월배역 지하1층~2층 지하주차장,19971231,대구광역시 달서구청,대구광역시 달서구 진천동 49번지 4호,㎡,128,3470039     
1,기타,3470000,S199700067,3           ,3007013     ,31,6080,5016,21,진천동,"대구광역시 달서구 월배로 지하 76 (진천동, 대구지하철1호선 진천역)",2,Y,50,35,48,053-667-2890,도시철도 진천역 지하1층~지하2층,19971231,대구광역시 달서구청,대구광역시 달서구 진천동 608번지 4호,㎡,128,3470039     
1,주차장,3470000,S200600058,3           ,4241591     ,31,5323,4392,23,진천동,"대구광역시 달서구 진천로7길 47-0 (진천동, 세광그린타운)",2,Y,38,35,48,053-667-2890,진천세광그린타운 지하1층 지하주차장,20061227,대구광역시 달서구청,대구광역시 달서구 진천동 472번지,㎡,128,3470039     
1,지하주차장,3470000,S200600061,3           ,3007013     ,31,6855,5656,20,진천동,"대구광역시 달서구 월배로 71 (진천동, 진천트윈팰리스)",2,Y,51,35,48,053-667-2890,진천트윈팰리스 지하1층 지하주차장,20061227,대구광역시 달서구청,대구광역시 달서구 진천동 595번지,㎡,128,3470039     
1,지하주차장,3470000,S201600003,3           ,3147042     ,31,3306,2728,19,진천동,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",2,Y,56,35,48,053-667-2890,진천역 계룡리슈빌 지하1층 지하주차장,20160104,대구광역시 달서구청,대구광역시 달서구 진천동 602번지,㎡,128,3470039     
1,지하주차장,3470000,S200600067,3           ,4241215     ,31,3494,2883,5,진천동,"대구광역시 달서구 상화로8길 23 (대곡동, 수목원삼성래미안)",2,Y,25,35,48,053-667-2890,수목원삼성래미안아파트 지하1층 지하주차장,20061227,대구광역시 달서구청,대구광역시 달서구 대곡동 1012 수목원삼성래미안,㎡,128,3470039     
1,지하주차장,3470000,S200600060,3           ,4241587     ,31,8087,6672,29,진천동,"대구광역시 달서구 진천로18길 10 (진천동, 진천역대우이안아파트)",2,Y,58,35,48,053-667-2890,진천역 대우이안아파트 지하1층 지하주차장,20061227,대구광역시 달서구청,대구광역시 달서구 진천동 561번지 5호,㎡,128,3470039     
0,생활용수,3470000,E201300001,4           ,3007031     ,31,0,330,15,진천동,"대구광역시 달서구 화암로 342 (대곡동, 대구수목원관리사무소)",1,Y,2,35,48,053-667-2890,대구광역시 수목원관리사무소,20131010,대구광역시 달서구청,대구광역시 달서구 대곡동 284번지,t(톤),128,3470039     
1,지하주차장,3470000,S200600066,3           ,4241178     ,30,8607,7101,33,진천동,"대구광역시 달서구 비슬로538길 22 (대곡동, 대곡우방타운)",2,Y,23,35,48,053-667-2890,대곡우방타운 지하1층 지하주차장,20061227,대구광역시 달서구청,대구광역시 달서구 대곡동 2번지 1호,㎡,128,3470039     
1,주차장,3470000,S198400001,3           ,4241478     ,31,2400,1980,39,진천동,"대구광역시 달서구 월배로24길 13 (진천동, 월배시장)",2,Y,50,35,48,053-667-2890,월배시장 주차장,19840601,대구광역시 달서구청,대구광역시 달서구 진천동 241번지 3호,㎡,128,3470039     
1,지하주차장,3460000,S201500002,3           ,3146012     ,38,2130,1758,6,범어4동,"대구광역시 수성구 범어로 73, 지하1층 (범어동, 범어 SK VIEW)",2,Y,20,35,51,053-666-2960,범어SK뷰 전체 동의 지하주차장 지하1층,20150903,대구광역시 수성구청,"대구광역시 수성구 범어동 2235 범어 SK VIEW, 지하1층(범어동)",㎡,128,3460030     
1,지하주차장,3460000,S201500003,3           ,3146029     ,38,5597,4618,36,범어4동,"대구광역시 수성구 청호로 466, 지하 1층 (범어동, 효성백년가약 궁)",2,Y,24,35,51,053-666-2960,효성백년가약 궁 지하주차장 지하1층,20150903,대구광역시 수성구청,"대구광역시 수성구 범어동 63-100 효성백년가약 궁, 지하1층(범어동)",㎡,128,3460030     
1,지하주차장,3460000,S199600030,3           ,3146029     ,38,5600,4620,25,범어4동,"대구광역시 수성구 청호로 422, 지하1층 (범어동, 우방청솔맨션)",2,Y,15,35,51,053-666-2960,우방청솔맨션 지하주차장 지하1층,19960301,대구광역시 수성구청,"대구광역시 수성구 범어동 88 우방청솔맨션, 지하1층(범어동)",㎡,128,3460030     
1,기타,3460000,S200600043,3           ,2007002     ,38,11273,9301,9,범어4동,"대구광역시 수성구 달구벌대로 지하2500, 수성구청역 지하1-4층 (범어동)",2,Y,31,35,51,053-666-2960,수성구청역 지하1~4층,20060612,대구광역시 수성구청,대구광역시 수성구 범어동 835 수성구청역 지하1-4층,㎡,128,3460030     
0,생활용수,3460000,E198900002,4           ,3146012     ,38,0,640,14,범어4동,대구광역시 수성구 범어로 9 (범어동),1,Y,2,35,51,053-666-2960,선스포츠프라자,19890809,대구광역시 수성구청,대구광역시 수성구 범어동 332번지,t(톤),128,3460030     
1,지하주차장,3460000,S201000015,3           ,4238335     ,37,19136,15788,29,두산동,"대구광역시 수성구 용학로28길 8, 지하1~2층 (두산동, 수성화성파크드림)",2,Y,21,35,49,053-666-2960,수성화성파크드림 전체동의 지하주차장 지하1~2층,20101203,대구광역시 수성구청,대구광역시 수성구 두산동 789 수성화성파크드림 지하주차장 1~2층,㎡,128,3460042     
1,지하주차장,3460000,S201000014,3           ,3007004     ,37,37333,30800,23,두산동,"대구광역시 수성구 동대구로 59, 지하1~2층 (두산동, 대우트럼프월드수성아파트)",2,Y,13,35,50,053-666-2960,대우트럼프월드수성 전체동의 지하주차장 지하 1~2층,20101203,대구광역시 수성구청,대구광역시 수성구 두산동 105 대우트럼프월드수성아파트 지하주차장 1~2층,㎡,128,3460042     
1,지하주차장,3460000,S201900001,3           ,3007004     ,37,4641,3829,25,두산동,"대구광역시 수성구 동대구로 95, 지하주차장2~3층 (두산동, 수성 SK리더스뷰)",2,Y,21,35,50,053-666-2960,홈플러스 대구수성점 지하주차장 지하 2~3층,20190219,대구광역시 수성구청,대구광역시 수성구 두산동 113 수성 SK리더스뷰 지하주차장 2~3층,㎡,128,3460042     
0,식수,3460000,E199900001,1           ,3007006     ,38,0,200,56,범물1동,대구광역시 수성구 범안로 103 (범물동),1,Y,8,35,49,053-666-2960,마산어린이공원,19990901,대구광역시 수성구청,대구광역시 수성구 범물동 1288번지 2호,t(톤),128,3460045     
1,지하주차장,3460000,S199200004,3           ,3146020     ,38,4151,3425,36,범물1동,"대구광역시 수성구 용학로 316, 지하주차장지하층 (범물동, 범물영남보성아파트)",2,Y,21,35,49,053-666-2960,범물보성맨션 전체동의 지하1층 주차장,19920901,대구광역시 수성구청,"대구광역시 수성구 범물동 1269 범물영남보성아파트 202동우측 아파트 입구, 202동 좌측 아파트 입구, 203동 옆 지하주차장",㎡,128,3460045     
1,지하주차장,3460000,S199200006,3           ,3146020     ,38,5151,4250,37,범물1동,"대구광역시 수성구 용학로 336, 지하주차장 지하1층 (범물동, 범물 하이츠)",2,Y,28,35,49,053-666-2960,범물하이츠 전체동의 지하1층 주차장,19920415,대구광역시 수성구청,"대구광역시 수성구 범물동 1261 범물 하이츠 103동 맞은편, 102동 옆 지하주차장 지하1층",㎡,128,3460045     
1,지하주차장,3460000,S199200003,3           ,3007006     ,38,9375,7735,45,범물1동,"대구광역시 수성구 범안로 77, 지하주차장 지하1층 (범물동, 범물용지아파트)",2,Y,7,35,49,053-666-2960,범물용지아파트 전체동의 지하 1층 주차장,19920901,대구광역시 수성구청,"대구광역시 수성구 범물동 1285 범물용지아파트  202동 옆, 302동 옆, 302동 옆, 304동 옆  지하주차장 지하1층",㎡,128,3460045     
1,지하주차장,3460000,S201000006,3           ,3141013     ,37,3849,3176,10,수성2.3가동,"대구광역시 수성구 명덕로 455, 지하주차장 1~2층 (수성동3가, 수성3가롯데캐슬아파트)",2,Y,21,35,51,053-666-2960,수성3가롯데캐슬 전체동의 지하주차장 지하 1~2층,20101202,대구광역시 수성구청,대구광역시 수성구 수성동3가 57 수성3가롯데캐슬아파트 지하주차장1~2층,㎡,128,3460035     
0,식수,3460000,E198200002,1           ,4238274     ,36,0,600,49,상동,대구광역시 수성구 수성로32길 99 (상동),1,Y,11,35,50,053-666-2960,청소년어린이공원,19821020,대구광역시 수성구청,대구광역시 수성구 상동 54번지,t(톤),128,3460040     
1,지하주차장,3460000,S201000005,3           ,3146017     ,36,101458,83703,39,상동,"대구광역시 수성구 수성로 71, 지하주차장 지하1층 (상동, 수성동일하이빌레이크시티아파트)",2,Y,57,35,49,053-666-2960,수성동일하이빌레이크시티아파트 지하주차장 지하 1~2층,20101202,대구광역시 수성구청,대구광역시 수성구 상동 555 수성동일하이빌레이크시티아파트 지하주차장 지하1층,㎡,128,3460040     
1,교통시설,3460000,S200600041,3           ,2007002     ,36,11579,9553,51,수성2.3가동,"대구광역시 수성구 달구벌대로 지하2300, 대구은행역 지하1~3층 (수성동4가)",2,Y,36,35,51,053-666-2960,대구은행역 지하 1~3층,20060612,대구광역시 수성구청,대구광역시 수성구 수성동4가 1085-32 대구은행역 지하1~3층,㎡,128,3460035     
1,지하주차장,3460000,S200400004,3           ,3146029     ,38,10814,8922,15,황금1동,"대구광역시 수성구 청호로 345, 주차장 지하 1~2층 (황금동, 태왕아너스아파트)",2,Y,54,35,50,053-666-2960,태왕아너스 주차장 지하 1~2층,20041001,대구광역시 수성구청,대구광역시 수성구 황금동 99-1 태왕아너스아파트 지하주차장 지하 1~2층,㎡,128,3460037     
1,지하주차장,3460000,S200700003,3           ,3146028     ,38,13315,10985,2,황금1동,"대구광역시 수성구 청수로 235, 주차장 지하 1~2층 (황금동, 캐슬골드파크 2단지)",2,Y,30,35,50,053-666-2960,캐슬골드파크2단지 주차장 지하 1~2층,20070102,대구광역시 수성구청,대구광역시 수성구 황금동 366 캐슬골드파크 2단지 지하주차장 지하 1~2층,㎡,128,3460037     
1,지하주차장,3440000,S201500001,3           ,3144010     ,34,1705,1407,47,대명1동,"대구광역시 남구 현충로 107 (대명동, 앞산클래식명가)",2,Y,33,35,50,053-664-3790,앞산클래식명가 지하1층,20150416,대구광역시 남구청,대구광역시 남구 대명동 1676-5 앞산클래식명가,㎡,128,3440033     
1,기타,3440000,S199700009,3           ,3007013     ,33,4636,3825,25,대명11동,대구광역시 남구 월배로 지하 501 (대명동),2,Y,14,35,50,053-664-3950,지하철 서부정류장역 지하1층,19970102,대구광역시 남구청,대구광역시 남구 대명동 1576번지 21호,㎡,128,3440043     
1,기타,3440000,S200400004,3           ,3144003     ,33,392,324,36,대명11동,대구광역시 남구 대명로 24 (대명동),2,Y,17,35,50,053-664-3950,현대요양병원 지하1층,20040701,대구광역시 남구청,대구광역시 남구 대명동 1120번지 1호,㎡,128,3440043     
1,지하주차장,3460000,S200700005,3           ,3146028     ,38,62143,51268,12,황금1동,"대구광역시 수성구 청수로 261, 주차장 지하 1~2층 (황금동, 캐슬골드파크 4단지)",2,Y,28,35,50,053-666-2960,캐슬골드파크4단지 주차장 지하 1~2층,20070102,대구광역시 수성구청,대구광역시 수성구 황금동 368 캐슬골드파크 4단지 지하주차장 지하 1~2층,㎡,128,3460037     
1,지하주차장,3460000,S200700006,3           ,3146028     ,37,51609,42578,53,황금1동,"대구광역시 수성구 청수로 214, 주차장 지하 1~2층 (황금동, 캐슬골드파크5단지)",2,Y,22,35,50,053-666-2960,캐슬골드파크5단지 주차장 지하 1~2층,20070102,대구광역시 수성구청,대구광역시 수성구 황금동 369 캐슬골드파크5단지 지하주차장 지하 1~2층,㎡,128,3460037     
1,지하주차장,3460000,S200900001,3           ,2007002     ,41,3141,2592,39,고산2동,"대구광역시 수성구 달구벌대로 3081, 지하주차장 지하 1층 (시지동, 제림은세계아파트)",2,Y,39,35,50,053-666-2960,제림은세계 지하주차장 지하1층,19960101,대구광역시 수성구청,대구광역시 수성구 시지동 141-5 제림은세계아파트 지하주차장 지하1층,㎡,128,3460048     
0,생활용수,3460000,E198100001,3           ,2007002     ,42,0,63,12,고산2동,"대구광역시 수성구 달구벌대로 3170, 대구농업마이스터고등학교 (노변동)",1,Y,25,35,50,053-666-2960,대구농업마이스터고등학교,19810808,대구광역시 수성구청,대구광역시 수성구 노변동 387번지 대구농업마이스터고등학교,t(톤),128,3460048     
0,생활용수,3460000,E199600003,4           ,3146018     ,41,0,84,42,고산2동,"대구광역시 수성구 시지로 55 (시지동, 노변타운)",1,Y,22,35,50,053-666-2960,고산노변타운,19960701,대구광역시 수성구청,대구광역시 수성구 시지동 498번지,t(톤),128,3460048     
0,생활용수,3460000,E198900001,3           ,2007002     ,39,0,250,20,만촌3동,"대구광역시 수성구 달구벌대로 2700 (만촌동, 대륜고등학교)",1,Y,8,35,51,053-666-3511,대륜고등학교,19890809,대구광역시 수성구청,대구광역시 수성구 만촌동 241번지,t(톤),128,3460033     
0,생활용수,3460000,E201400003,3           ,4238022     ,38,0,160,55,만촌3동,"대구광역시 수성구 교학로12길 62 (만촌동, 혜화여자고등학교)",1,Y,0,35,51,053-666-2960,대구혜화여자고등학교,20141212,대구광역시 수성구청,대구광역시 수성구 만촌동 1256번지 26호,t(톤),128,3460033     
1,지하주차장,3470000,S201100016,3           ,4241548     ,31,1467,1211,37,월성1동,"대구광역시 달서구 조암남로10길 21 (월성동, 월성자이아파트)",2,Y,20,35,49,053-667-2890,월성자이아파트 지하1층 지하주차장,20110802,대구광역시 달서구청,대구광역시 달서구 월성동 1261번지,㎡,128,3470037     
1,지하주차장,3470000,S200600065,3           ,3146015     ,30,3690,3045,60,진천동,"대구광역시 달서구 상화로 24 (대곡동, 대곡역동화타운)",2,Y,34,35,48,053-667-2890,대곡역 동화타운 지하1층 지하주차장,20061227,대구광역시 달서구청,대구광역시 달서구 대곡동 66번지,㎡,128,3470039     
